,year,country,word,frequency,count,freq_prop_headlines,word_len,freq_rank,hfreq_rank,word_type
34986,2019,UK,little,163.0,15504,0.01051341589267286,6,494.0,494.0,ADJ
34987,2020,UK,little,145.0,15622,0.009281782102163615,6,494.0,494.0,ADJ
34988,2021,UK,little,56.0,10539,0.005313597115475852,6,494.0,494.0,ADJ
32303,2005,UK,gang,0.0,15,0.0,4,496.0,496.0,NOUN
32304,2006,UK,gang,0.0,32,0.0,4,496.0,496.0,NOUN
32305,2007,UK,gang,2.0,143,0.013986013986013986,4,496.0,496.0,NOUN
32306,2008,UK,gang,3.0,628,0.004777070063694267,4,496.0,496.0,NOUN
32307,2009,UK,gang,4.0,1152,0.003472222222222222,4,496.0,496.0,NOUN
32308,2010,UK,gang,5.0,1504,0.003324468085106383,4,496.0,496.0,NOUN
32309,2011,UK,gang,6.0,2397,0.0025031289111389237,4,496.0,496.0,NOUN
32310,2012,UK,gang,12.0,3971,0.0030219088390833542,4,496.0,496.0,NOUN
32311,2013,UK,gang,23.0,5869,0.0039188958936786505,4,496.0,496.0,NOUN
32312,2014,UK,gang,25.0,6977,0.0035832019492618604,4,496.0,496.0,NOUN
32313,2015,UK,gang,33.0,8477,0.003892886634422555,4,496.0,496.0,NOUN
32314,2016,UK,gang,51.0,11237,0.0045385779122541605,4,496.0,496.0,NOUN
32315,2017,UK,gang,43.0,12426,0.0034604860775792694,4,496.0,496.0,NOUN
32316,2018,UK,gang,62.0,12793,0.0048464003752051905,4,496.0,496.0,NOUN
32317,2019,UK,gang,48.0,15504,0.0030959752321981426,4,496.0,496.0,NOUN
32318,2020,UK,gang,40.0,15622,0.0025604916143899628,4,496.0,496.0,NOUN
32319,2021,UK,gang,35.0,10539,0.0033209981971724072,4,496.0,496.0,NOUN
28750,2005,UK,bill,0.0,15,0.0,4,497.0,497.0,NOUN
28751,2006,UK,bill,0.0,32,0.0,4,497.0,497.0,NOUN
28752,2007,UK,bill,0.0,143,0.0,4,497.0,497.0,NOUN
28753,2008,UK,bill,1.0,628,0.0015923566878980893,4,497.0,497.0,NOUN
28754,2009,UK,bill,0.0,1152,0.0,4,497.0,497.0,NOUN
28755,2010,UK,bill,4.0,1504,0.0026595744680851063,4,497.0,497.0,NOUN
28756,2011,UK,bill,2.0,2397,0.0008343763037129745,4,497.0,497.0,NOUN
28757,2012,UK,bill,10.0,3971,0.0025182573659027953,4,497.0,497.0,NOUN
28758,2013,UK,bill,4.0,5869,0.0006815471119441132,4,497.0,497.0,NOUN
28759,2014,UK,bill,21.0,6977,0.0030098896373799626,4,497.0,497.0,NOUN
28760,2015,UK,bill,25.0,8477,0.0029491565412292082,4,497.0,497.0,NOUN
28761,2016,UK,bill,28.0,11237,0.0024917682655513037,4,497.0,497.0,NOUN
28762,2017,UK,bill,34.0,12426,0.0027361982938998875,4,497.0,497.0,NOUN
28763,2018,UK,bill,21.0,12793,0.0016415227077307903,4,497.0,497.0,NOUN
28764,2019,UK,bill,31.0,15504,0.001999484004127967,4,497.0,497.0,NOUN
28765,2020,UK,bill,30.0,15622,0.0019203687107924722,4,497.0,497.0,NOUN
28766,2021,UK,bill,28.0,10539,0.002656798557737926,4,497.0,497.0,NOUN
33765,2005,UK,issue,0.0,15,0.0,5,498.0,498.0,NOUN
33766,2006,UK,issue,0.0,32,0.0,5,498.0,498.0,NOUN
33767,2007,UK,issue,0.0,143,0.0,5,498.0,498.0,NOUN
33768,2008,UK,issue,0.0,628,0.0,5,498.0,498.0,NOUN
33769,2009,UK,issue,0.0,1152,0.0,5,498.0,498.0,NOUN
33770,2010,UK,issue,4.0,1504,0.0026595744680851063,5,498.0,498.0,NOUN
33771,2011,UK,issue,3.0,2397,0.0012515644555694619,5,498.0,498.0,NOUN
33772,2012,UK,issue,9.0,3971,0.002266431629312516,5,498.0,498.0,NOUN
33773,2013,UK,issue,10.0,5869,0.0017038677798602829,5,498.0,498.0,NOUN
33774,2014,UK,issue,12.0,6977,0.001719936935645693,5,498.0,498.0,NOUN
33775,2015,UK,issue,16.0,8477,0.0018874601863866935,5,498.0,498.0,NOUN
33776,2016,UK,issue,25.0,11237,0.0022247930942422356,5,498.0,498.0,NOUN
33777,2017,UK,issue,21.0,12426,0.0016900048285852245,5,498.0,498.0,NOUN
33778,2018,UK,issue,31.0,12793,0.0024232001876025953,5,498.0,498.0,NOUN
33779,2019,UK,issue,39.0,15504,0.0025154798761609907,5,498.0,498.0,NOUN
33780,2020,UK,issue,38.0,15622,0.0024324670336704646,5,498.0,498.0,NOUN
33781,2021,UK,issue,28.0,10539,0.002656798557737926,5,498.0,498.0,NOUN
31198,2005,UK,dump,0.0,15,0.0,4,501.0,501.0,VERB
31199,2006,UK,dump,0.0,32,0.0,4,501.0,501.0,VERB
31200,2007,UK,dump,0.0,143,0.0,4,501.0,501.0,VERB
31201,2008,UK,dump,1.0,628,0.0015923566878980893,4,501.0,501.0,VERB
31202,2009,UK,dump,2.0,1152,0.001736111111111111,4,501.0,501.0,VERB
31203,2010,UK,dump,2.0,1504,0.0013297872340425532,4,501.0,501.0,VERB
31204,2011,UK,dump,4.0,2397,0.001668752607425949,4,501.0,501.0,VERB
31205,2012,UK,dump,2.0,3971,0.000503651473180559,4,501.0,501.0,VERB
31206,2013,UK,dump,8.0,5869,0.0013630942238882263,4,501.0,501.0,VERB
31207,2014,UK,dump,10.0,6977,0.0014332807797047442,4,501.0,501.0,VERB
31208,2015,UK,dump,14.0,8477,0.0016515276630883566,4,501.0,501.0,VERB
31209,2016,UK,dump,21.0,11237,0.0018688261991634779,4,501.0,501.0,VERB
31210,2017,UK,dump,16.0,12426,0.0012876227265411235,4,501.0,501.0,VERB
31211,2018,UK,dump,33.0,12793,0.0025795356835769563,4,501.0,501.0,VERB
31212,2019,UK,dump,35.0,15504,0.0022574819401444787,4,501.0,501.0,VERB
31213,2020,UK,dump,29.0,15622,0.0018563564204327231,4,501.0,501.0,VERB
31214,2021,UK,dump,14.0,10539,0.001328399278868963,4,501.0,501.0,VERB
39715,2005,UK,strangle,0.0,15,0.0,8,502.0,502.0,VERB
39716,2006,UK,strangle,0.0,32,0.0,8,502.0,502.0,VERB
39717,2007,UK,strangle,0.0,143,0.0,8,502.0,502.0,VERB
39718,2008,UK,strangle,0.0,628,0.0,8,502.0,502.0,VERB
39719,2009,UK,strangle,3.0,1152,0.0026041666666666665,8,502.0,502.0,VERB
39720,2010,UK,strangle,2.0,1504,0.0013297872340425532,8,502.0,502.0,VERB
39721,2011,UK,strangle,3.0,2397,0.0012515644555694619,8,502.0,502.0,VERB
39722,2012,UK,strangle,1.0,3971,0.0002518257365902795,8,502.0,502.0,VERB
39723,2013,UK,strangle,1.0,5869,0.0001703867779860283,8,502.0,502.0,VERB
39724,2014,UK,strangle,4.0,6977,0.0005733123118818977,8,502.0,502.0,VERB
39725,2015,UK,strangle,12.0,8477,0.00141559513979002,8,502.0,502.0,VERB
39726,2016,UK,strangle,14.0,11237,0.0012458841327756519,8,502.0,502.0,VERB
39727,2017,UK,strangle,12.0,12426,0.0009657170449058426,8,502.0,502.0,VERB
39728,2018,UK,strangle,16.0,12793,0.001250683967794888,8,502.0,502.0,VERB
39729,2019,UK,strangle,35.0,15504,0.0022574819401444787,8,502.0,502.0,VERB
39730,2020,UK,strangle,20.0,15622,0.0012802458071949814,8,502.0,502.0,VERB
39731,2021,UK,strangle,14.0,10539,0.001328399278868963,8,502.0,502.0,VERB
31844,2005,UK,feminist,0.0,15,0.0,8,504.0,505.0,ADJ
31845,2006,UK,feminist,0.0,32,0.0,8,504.0,505.0,ADJ
31846,2007,UK,feminist,0.0,143,0.0,8,504.0,505.0,ADJ
31847,2008,UK,feminist,0.0,628,0.0,8,504.0,505.0,ADJ
31848,2009,UK,feminist,1.0,1152,0.0008680555555555555,8,504.0,505.0,ADJ
31849,2010,UK,feminist,1.0,1504,0.0006648936170212766,8,504.0,505.0,ADJ
31850,2011,UK,feminist,2.0,2397,0.0008343763037129745,8,504.0,505.0,ADJ
31851,2012,UK,feminist,11.0,3971,0.002770083102493075,8,504.0,505.0,ADJ
31852,2013,UK,feminist,15.0,5869,0.0025558016697904244,8,504.0,505.0,ADJ
31853,2014,UK,feminist,27.0,6977,0.003869858105202809,8,504.0,505.0,ADJ
31854,2015,UK,feminist,41.0,8477,0.004836616727615902,8,504.0,505.0,ADJ
31855,2016,UK,feminist,37.0,11237,0.0032926937794785084,8,504.0,505.0,ADJ
31856,2017,UK,feminist,39.0,12426,0.0031385803959439883,8,504.0,505.0,ADJ
31857,2018,UK,feminist,39.0,12793,0.003048542171500039,8,504.0,505.0,ADJ
31858,2019,UK,feminist,24.0,15504,0.0015479876160990713,8,504.0,505.0,ADJ
31859,2020,UK,feminist,27.0,15622,0.001728331839713225,8,504.0,505.0,ADJ
31860,2021,UK,feminist,7.0,10539,0.0006641996394344815,8,504.0,505.0,ADJ
37726,2005,UK,rapist,0.0,15,0.0,6,505.0,506.0,NOUN
37727,2006,UK,rapist,0.0,32,0.0,6,505.0,506.0,NOUN
37728,2007,UK,rapist,0.0,143,0.0,6,505.0,506.0,NOUN
37729,2008,UK,rapist,0.0,628,0.0,6,505.0,506.0,NOUN
37730,2009,UK,rapist,4.0,1152,0.003472222222222222,6,505.0,506.0,NOUN
37731,2010,UK,rapist,1.0,1504,0.0006648936170212766,6,505.0,506.0,NOUN
37732,2011,UK,rapist,3.0,2397,0.0012515644555694619,6,505.0,506.0,NOUN
37733,2012,UK,rapist,5.0,3971,0.0012591286829513977,6,505.0,506.0,NOUN
37734,2013,UK,rapist,2.0,5869,0.0003407735559720566,6,505.0,506.0,NOUN
37735,2014,UK,rapist,9.0,6977,0.0012899527017342697,6,505.0,506.0,NOUN
37736,2015,UK,rapist,26.0,8477,0.003067122802878377,6,505.0,506.0,NOUN
37737,2016,UK,rapist,28.0,11237,0.0024917682655513037,6,505.0,506.0,NOUN
37738,2017,UK,rapist,19.0,12426,0.0015290519877675841,6,505.0,506.0,NOUN
37739,2018,UK,rapist,27.0,12793,0.002110529195653873,6,505.0,506.0,NOUN
37740,2019,UK,rapist,33.0,15504,0.0021284829721362228,6,505.0,506.0,NOUN
37741,2020,UK,rapist,22.0,15622,0.0014082703879144795,6,505.0,506.0,NOUN
37742,2021,UK,rapist,7.0,10539,0.0006641996394344815,6,505.0,506.0,NOUN
38032,2005,UK,reporter,0.0,15,0.0,8,506.0,507.0,NOUN
38033,2006,UK,reporter,0.0,32,0.0,8,506.0,507.0,NOUN
38034,2007,UK,reporter,0.0,143,0.0,8,506.0,507.0,NOUN
38035,2008,UK,reporter,0.0,628,0.0,8,506.0,507.0,NOUN
38036,2009,UK,reporter,0.0,1152,0.0,8,506.0,507.0,NOUN
38037,2010,UK,reporter,1.0,1504,0.0006648936170212766,8,506.0,507.0,NOUN
38038,2011,UK,reporter,0.0,2397,0.0,8,506.0,507.0,NOUN
38039,2012,UK,reporter,2.0,3971,0.000503651473180559,8,506.0,507.0,NOUN
38040,2013,UK,reporter,3.0,5869,0.0005111603339580849,8,506.0,507.0,NOUN
38041,2014,UK,reporter,3.0,6977,0.0004299842339114232,8,506.0,507.0,NOUN
38042,2015,UK,reporter,7.0,8477,0.0008257638315441783,8,506.0,507.0,NOUN
38043,2016,UK,reporter,11.0,11237,0.0009789089614665836,8,506.0,507.0,NOUN
38044,2017,UK,reporter,16.0,12426,0.0012876227265411235,8,506.0,507.0,NOUN
38045,2018,UK,reporter,15.0,12793,0.0011725162198077074,8,506.0,507.0,NOUN
38046,2019,UK,reporter,23.0,15504,0.0014834881320949433,8,506.0,507.0,NOUN
38047,2020,UK,reporter,10.0,15622,0.0006401229035974907,8,506.0,507.0,NOUN
38048,2021,UK,reporter,7.0,10539,0.0006641996394344815,8,506.0,507.0,NOUN
28376,2005,UK,ban,0.0,15,0.0,3,510.0,510.0,NOUN
28377,2006,UK,ban,1.0,32,0.03125,3,510.0,510.0,NOUN
28378,2007,UK,ban,0.0,143,0.0,3,510.0,510.0,NOUN
28379,2008,UK,ban,3.0,628,0.004777070063694267,3,510.0,510.0,NOUN
28380,2009,UK,ban,9.0,1152,0.0078125,3,510.0,510.0,NOUN
28381,2010,UK,ban,8.0,1504,0.005319148936170213,3,510.0,510.0,NOUN
28382,2011,UK,ban,14.0,2397,0.005840634125990822,3,510.0,510.0,NOUN
28383,2012,UK,ban,20.0,3971,0.005036514731805591,3,510.0,510.0,NOUN
28384,2013,UK,ban,26.0,5869,0.004430056227636736,3,510.0,510.0,NOUN
28385,2014,UK,ban,37.0,6977,0.005303138884907553,3,510.0,510.0,NOUN
28386,2015,UK,ban,48.0,8477,0.00566238055916008,3,510.0,510.0,NOUN
28387,2016,UK,ban,81.0,11237,0.007208329625344843,3,510.0,510.0,NOUN
28388,2017,UK,ban,73.0,12426,0.005874778689843875,3,510.0,510.0,NOUN
28389,2018,UK,ban,86.0,12793,0.006722426326897522,3,510.0,510.0,NOUN
28390,2019,UK,ban,91.0,15504,0.005869453044375645,3,510.0,510.0,NOUN
28391,2020,UK,ban,55.0,15622,0.003520675969786199,3,510.0,510.0,NOUN
28392,2021,UK,ban,55.0,10539,0.005218711452699497,3,510.0,510.0,NOUN
28988,2005,UK,boss,0.0,15,0.0,4,511.0,511.0,NOUN
28989,2006,UK,boss,0.0,32,0.0,4,511.0,511.0,NOUN
28990,2007,UK,boss,0.0,143,0.0,4,511.0,511.0,NOUN
28991,2008,UK,boss,2.0,628,0.0031847133757961785,4,511.0,511.0,NOUN
28992,2009,UK,boss,5.0,1152,0.004340277777777778,4,511.0,511.0,NOUN
28993,2010,UK,boss,8.0,1504,0.005319148936170213,4,511.0,511.0,NOUN
28994,2011,UK,boss,5.0,2397,0.0020859407592824365,4,511.0,511.0,NOUN
28995,2012,UK,boss,13.0,3971,0.0032737345756736337,4,511.0,511.0,NOUN
28996,2013,UK,boss,25.0,5869,0.004259669449650707,4,511.0,511.0,NOUN
28997,2014,UK,boss,21.0,6977,0.0030098896373799626,4,511.0,511.0,NOUN
28998,2015,UK,boss,45.0,8477,0.0053084817742125754,4,511.0,511.0,NOUN
28999,2016,UK,boss,47.0,11237,0.004182611017175403,4,511.0,511.0,NOUN
29000,2017,UK,boss,35.0,12426,0.0028166747143087076,4,511.0,511.0,NOUN
29001,2018,UK,boss,47.0,12793,0.003673884155397483,4,511.0,511.0,NOUN
29002,2019,UK,boss,49.0,15504,0.0031604747162022706,4,511.0,511.0,NOUN
29003,2020,UK,boss,57.0,15622,0.003648700550505697,4,511.0,511.0,NOUN
29004,2021,UK,boss,55.0,10539,0.005218711452699497,4,511.0,511.0,NOUN
29413,2005,UK,cancer,0.0,15,0.0,6,513.0,513.0,NOUN
29414,2006,UK,cancer,0.0,32,0.0,6,513.0,513.0,NOUN
29415,2007,UK,cancer,1.0,143,0.006993006993006993,6,513.0,513.0,NOUN
29416,2008,UK,cancer,4.0,628,0.006369426751592357,6,513.0,513.0,NOUN
29417,2009,UK,cancer,15.0,1152,0.013020833333333334,6,513.0,513.0,NOUN
29418,2010,UK,cancer,10.0,1504,0.006648936170212766,6,513.0,513.0,NOUN
29419,2011,UK,cancer,14.0,2397,0.005840634125990822,6,513.0,513.0,NOUN
29420,2012,UK,cancer,37.0,3971,0.009317552253840343,6,513.0,513.0,NOUN
29421,2013,UK,cancer,50.0,5869,0.008519338899301414,6,513.0,513.0,NOUN
29422,2014,UK,cancer,83.0,6977,0.011896230471549377,6,513.0,513.0,NOUN
29423,2015,UK,cancer,101.0,8477,0.011914592426566003,6,513.0,513.0,NOUN
29424,2016,UK,cancer,143.0,11237,0.012725816499065587,6,513.0,513.0,NOUN
29425,2017,UK,cancer,144.0,12426,0.01158860453887011,6,513.0,513.0,NOUN
29426,2018,UK,cancer,157.0,12793,0.012272336433987337,6,513.0,513.0,NOUN
29427,2019,UK,cancer,136.0,15504,0.008771929824561403,6,513.0,513.0,NOUN
29428,2020,UK,cancer,116.0,15622,0.0074254256817308925,6,513.0,513.0,NOUN
29429,2021,UK,cancer,68.0,10539,0.0064522250687921055,6,513.0,513.0,NOUN
39086,2005,UK,shop,0.0,15,0.0,4,514.0,514.0,NOUN
39087,2006,UK,shop,0.0,32,0.0,4,514.0,514.0,NOUN
39088,2007,UK,shop,0.0,143,0.0,4,514.0,514.0,NOUN
39089,2008,UK,shop,1.0,628,0.0015923566878980893,4,514.0,514.0,NOUN
39090,2009,UK,shop,2.0,1152,0.001736111111111111,4,514.0,514.0,NOUN
39091,2010,UK,shop,5.0,1504,0.003324468085106383,4,514.0,514.0,NOUN
39092,2011,UK,shop,7.0,2397,0.002920317062995411,4,514.0,514.0,NOUN
39093,2012,UK,shop,8.0,3971,0.002014605892722236,4,514.0,514.0,NOUN
39094,2013,UK,shop,12.0,5869,0.0020446413358323396,4,514.0,514.0,NOUN
39095,2014,UK,shop,17.0,6977,0.0024365773254980652,4,514.0,514.0,NOUN
39096,2015,UK,shop,19.0,8477,0.0022413589713341986,4,514.0,514.0,NOUN
39097,2016,UK,shop,38.0,11237,0.003381685503248198,4,514.0,514.0,NOUN
39098,2017,UK,shop,46.0,12426,0.00370191533880573,4,514.0,514.0,NOUN
39099,2018,UK,shop,41.0,12793,0.0032048776674744,4,514.0,514.0,NOUN
39100,2019,UK,shop,45.0,15504,0.0029024767801857586,4,514.0,514.0,NOUN
39101,2020,UK,shop,59.0,15622,0.003776725131225195,4,514.0,514.0,NOUN
39102,2021,UK,shop,34.0,10539,0.0032261125343960527,4,514.0,514.0,NOUN
29039,2005,UK,brain,0.0,15,0.0,5,516.0,516.0,NOUN
29040,2006,UK,brain,0.0,32,0.0,5,516.0,516.0,NOUN
29041,2007,UK,brain,1.0,143,0.006993006993006993,5,516.0,516.0,NOUN
29042,2008,UK,brain,1.0,628,0.0015923566878980893,5,516.0,516.0,NOUN
29043,2009,UK,brain,6.0,1152,0.005208333333333333,5,516.0,516.0,NOUN
29044,2010,UK,brain,4.0,1504,0.0026595744680851063,5,516.0,516.0,NOUN
29045,2011,UK,brain,5.0,2397,0.0020859407592824365,5,516.0,516.0,NOUN
29046,2012,UK,brain,14.0,3971,0.0035255603122639136,5,516.0,516.0,NOUN
29047,2013,UK,brain,23.0,5869,0.0039188958936786505,5,516.0,516.0,NOUN
29048,2014,UK,brain,23.0,6977,0.0032965457933209117,5,516.0,516.0,NOUN
29049,2015,UK,brain,30.0,8477,0.00353898784947505,5,516.0,516.0,NOUN
29050,2016,UK,brain,35.0,11237,0.0031147103319391295,5,516.0,516.0,NOUN
29051,2017,UK,brain,46.0,12426,0.00370191533880573,5,516.0,516.0,NOUN
29052,2018,UK,brain,36.0,12793,0.0028140389275384974,5,516.0,516.0,NOUN
29053,2019,UK,brain,72.0,15504,0.0046439628482972135,5,516.0,516.0,NOUN
29054,2020,UK,brain,27.0,15622,0.001728331839713225,5,516.0,516.0,NOUN
29055,2021,UK,brain,27.0,10539,0.0025619128949615714,5,516.0,516.0,NOUN
38253,2005,UK,rob,0.0,15,0.0,3,518.0,518.0,VERB
38254,2006,UK,rob,0.0,32,0.0,3,518.0,518.0,VERB
38255,2007,UK,rob,0.0,143,0.0,3,518.0,518.0,VERB
38256,2008,UK,rob,1.0,628,0.0015923566878980893,3,518.0,518.0,VERB
38257,2009,UK,rob,1.0,1152,0.0008680555555555555,3,518.0,518.0,VERB
38258,2010,UK,rob,3.0,1504,0.0019946808510638296,3,518.0,518.0,VERB
38259,2011,UK,rob,2.0,2397,0.0008343763037129745,3,518.0,518.0,VERB
38260,2012,UK,rob,6.0,3971,0.0015109544195416771,3,518.0,518.0,VERB
38261,2013,UK,rob,4.0,5869,0.0006815471119441132,3,518.0,518.0,VERB
38262,2014,UK,rob,13.0,6977,0.0018632650136161675,3,518.0,518.0,VERB
38263,2015,UK,rob,9.0,8477,0.001061696354842515,3,518.0,518.0,VERB
38264,2016,UK,rob,20.0,11237,0.0017798344753937885,3,518.0,518.0,VERB
38265,2017,UK,rob,23.0,12426,0.001850957669402865,3,518.0,518.0,VERB
38266,2018,UK,rob,17.0,12793,0.0013288517157820684,3,518.0,518.0,VERB
38267,2019,UK,rob,27.0,15504,0.001741486068111455,3,518.0,518.0,VERB
38268,2020,UK,rob,24.0,15622,0.0015362949686339778,3,518.0,518.0,VERB
38269,2021,UK,rob,20.0,10539,0.0018977132555270898,3,518.0,518.0,VERB
38627,2005,UK,search,0.0,15,0.0,6,520.0,520.0,NOUN
38628,2006,UK,search,0.0,32,0.0,6,520.0,520.0,NOUN
38629,2007,UK,search,0.0,143,0.0,6,520.0,520.0,NOUN
38630,2008,UK,search,0.0,628,0.0,6,520.0,520.0,NOUN
38631,2009,UK,search,4.0,1152,0.003472222222222222,6,520.0,520.0,NOUN
38632,2010,UK,search,8.0,1504,0.005319148936170213,6,520.0,520.0,NOUN
38633,2011,UK,search,9.0,2397,0.0037546933667083854,6,520.0,520.0,NOUN
38634,2012,UK,search,14.0,3971,0.0035255603122639136,6,520.0,520.0,NOUN
38635,2013,UK,search,11.0,5869,0.0018742545578463111,6,520.0,520.0,NOUN
38636,2014,UK,search,23.0,6977,0.0032965457933209117,6,520.0,520.0,NOUN
38637,2015,UK,search,23.0,8477,0.002713224017930872,6,520.0,520.0,NOUN
38638,2016,UK,search,34.0,11237,0.0030257186081694403,6,520.0,520.0,NOUN
38639,2017,UK,search,22.0,12426,0.0017704812489940447,6,520.0,520.0,NOUN
38640,2018,UK,search,48.0,12793,0.0037520519033846637,6,520.0,520.0,NOUN
38641,2019,UK,search,55.0,15504,0.003547471620227038,6,520.0,520.0,NOUN
38642,2020,UK,search,79.0,15622,0.005056970938420177,6,520.0,520.0,NOUN
38643,2021,UK,search,52.0,10539,0.004934054464370434,6,520.0,520.0,NOUN
28342,2005,UK,bad,0.0,15,0.0,3,521.0,521.0,ADJ
28343,2006,UK,bad,0.0,32,0.0,3,521.0,521.0,ADJ
28344,2007,UK,bad,0.0,143,0.0,3,521.0,521.0,ADJ
28345,2008,UK,bad,2.0,628,0.0031847133757961785,3,521.0,521.0,ADJ
28346,2009,UK,bad,4.0,1152,0.003472222222222222,3,521.0,521.0,ADJ
28347,2010,UK,bad,6.0,1504,0.003989361702127659,3,521.0,521.0,ADJ
28348,2011,UK,bad,9.0,2397,0.0037546933667083854,3,521.0,521.0,ADJ
28349,2012,UK,bad,20.0,3971,0.005036514731805591,3,521.0,521.0,ADJ
28350,2013,UK,bad,38.0,5869,0.006474697563469075,3,521.0,521.0,ADJ
28351,2014,UK,bad,32.0,6977,0.004586498495055181,3,521.0,521.0,ADJ
28352,2015,UK,bad,46.0,8477,0.005426448035861744,3,521.0,521.0,ADJ
28353,2016,UK,bad,78.0,11237,0.0069413544540357745,3,521.0,521.0,ADJ
28354,2017,UK,bad,69.0,12426,0.005552873008208595,3,521.0,521.0,ADJ
28355,2018,UK,bad,63.0,12793,0.004924568123192371,3,521.0,521.0,ADJ
28356,2019,UK,bad,65.0,15504,0.004192466460268318,3,521.0,521.0,ADJ
28357,2020,UK,bad,68.0,15622,0.004352835744462937,3,521.0,521.0,ADJ
28358,2021,UK,bad,39.0,10539,0.003700540848277825,3,521.0,521.0,ADJ
31317,2005,UK,election,0.0,15,0.0,8,523.0,523.0,NOUN
31318,2006,UK,election,0.0,32,0.0,8,523.0,523.0,NOUN
31319,2007,UK,election,0.0,143,0.0,8,523.0,523.0,NOUN
31320,2008,UK,election,0.0,628,0.0,8,523.0,523.0,NOUN
31321,2009,UK,election,1.0,1152,0.0008680555555555555,8,523.0,523.0,NOUN
31322,2010,UK,election,2.0,1504,0.0013297872340425532,8,523.0,523.0,NOUN
31323,2011,UK,election,0.0,2397,0.0,8,523.0,523.0,NOUN
31324,2012,UK,election,1.0,3971,0.0002518257365902795,8,523.0,523.0,NOUN
31325,2013,UK,election,3.0,5869,0.0005111603339580849,8,523.0,523.0,NOUN
31326,2014,UK,election,2.0,6977,0.00028665615594094884,8,523.0,523.0,NOUN
31327,2015,UK,election,14.0,8477,0.0016515276630883566,8,523.0,523.0,NOUN
31328,2016,UK,election,30.0,11237,0.0026697517130906826,8,523.0,523.0,NOUN
31329,2017,UK,election,24.0,12426,0.001931434089811685,8,523.0,523.0,NOUN
31330,2018,UK,election,14.0,12793,0.0010943484718205269,8,523.0,523.0,NOUN
31331,2019,UK,election,25.0,15504,0.001612487100103199,8,523.0,523.0,NOUN
31332,2020,UK,election,41.0,15622,0.002624503904749712,8,523.0,523.0,NOUN
31333,2021,UK,election,13.0,10539,0.0012335136160926085,8,523.0,523.0,NOUN
39103,2005,UK,shot,0.0,15,0.0,4,524.0,524.0,NOUN
39104,2006,UK,shot,1.0,32,0.03125,4,524.0,524.0,NOUN
39105,2007,UK,shot,0.0,143,0.0,4,524.0,524.0,NOUN
39106,2008,UK,shot,1.0,628,0.0015923566878980893,4,524.0,524.0,NOUN
39107,2009,UK,shot,0.0,1152,0.0,4,524.0,524.0,NOUN
39108,2010,UK,shot,2.0,1504,0.0013297872340425532,4,524.0,524.0,NOUN
39109,2011,UK,shot,1.0,2397,0.00041718815185648727,4,524.0,524.0,NOUN
39110,2012,UK,shot,1.0,3971,0.0002518257365902795,4,524.0,524.0,NOUN
39111,2013,UK,shot,6.0,5869,0.0010223206679161698,4,524.0,524.0,NOUN
39112,2014,UK,shot,8.0,6977,0.0011466246237637953,4,524.0,524.0,NOUN
39113,2015,UK,shot,8.0,8477,0.0009437300931933467,4,524.0,524.0,NOUN
39114,2016,UK,shot,7.0,11237,0.0006229420663878259,4,524.0,524.0,NOUN
39115,2017,UK,shot,11.0,12426,0.0008852406244970224,4,524.0,524.0,NOUN
39116,2018,UK,shot,13.0,12793,0.0010161807238333463,4,524.0,524.0,NOUN
39117,2019,UK,shot,12.0,15504,0.0007739938080495357,4,524.0,524.0,NOUN
39118,2020,UK,shot,8.0,15622,0.0005120983228779926,4,524.0,524.0,NOUN
39119,2021,UK,shot,13.0,10539,0.0012335136160926085,4,524.0,524.0,NOUN
27509,2005,UK,accuse,1.0,15,0.06666666666666667,6,526.0,526.0,VERB
27510,2006,UK,accuse,0.0,32,0.0,6,526.0,526.0,VERB
27511,2007,UK,accuse,3.0,143,0.02097902097902098,6,526.0,526.0,VERB
27512,2008,UK,accuse,4.0,628,0.006369426751592357,6,526.0,526.0,VERB
27513,2009,UK,accuse,9.0,1152,0.0078125,6,526.0,526.0,VERB
27514,2010,UK,accuse,15.0,1504,0.00997340425531915,6,526.0,526.0,VERB
27515,2011,UK,accuse,14.0,2397,0.005840634125990822,6,526.0,526.0,VERB
27516,2012,UK,accuse,22.0,3971,0.00554016620498615,6,526.0,526.0,VERB
27517,2013,UK,accuse,45.0,5869,0.007667405009371272,6,526.0,526.0,VERB
27518,2014,UK,accuse,50.0,6977,0.007166403898523721,6,526.0,526.0,VERB
27519,2015,UK,accuse,65.0,8477,0.007667807007195942,6,526.0,526.0,VERB
27520,2016,UK,accuse,111.0,11237,0.009878081338435525,6,526.0,526.0,VERB
27521,2017,UK,accuse,138.0,12426,0.01110574601641719,6,526.0,526.0,VERB
27522,2018,UK,accuse,178.0,12793,0.013913859141718127,6,526.0,526.0,VERB
27523,2019,UK,accuse,164.0,15504,0.010577915376676987,6,526.0,526.0,VERB
27524,2020,UK,accuse,127.0,15622,0.008129560875688132,6,526.0,526.0,VERB
27525,2021,UK,accuse,95.0,10539,0.009014137963753676,6,526.0,526.0,VERB
31980,2005,UK,fire,0.0,15,0.0,4,527.0,527.0,NOUN
31981,2006,UK,fire,0.0,32,0.0,4,527.0,527.0,NOUN
31982,2007,UK,fire,0.0,143,0.0,4,527.0,527.0,NOUN
31983,2008,UK,fire,2.0,628,0.0031847133757961785,4,527.0,527.0,NOUN
31984,2009,UK,fire,11.0,1152,0.009548611111111112,4,527.0,527.0,NOUN
